name,rank
jacobs,257
obrien,258
lynch,259
singh,260
vega,261
bishop,262
montgomery,263
oliver,264
jensen,265
harvey,266
williamson,267
gilbert,268
dean,269
sims,270
espinoza,271
howell,272
li,273
wong,274
reid,275
hanson,276
le,277
mccoy,278
garrett,279
burton,280
fuller,281
wang,282
weber,283
welch,284
rojas,285
lucas,286
marquez,287
fields,288
park,289
yang,290
little,291
banks,292
padilla,293
day,294
walsh,295
bowman,296
schultz,297
luna,298
fowler,299
mejia,300
davidson,301
acosta,302
brewer,303
may,304
holland,305
juarez,306
newman,307
pearson,308
curtis,309
cortez,310
douglas,311
schneider,312
joseph,313
barrett,314
navarro,315
figueroa,316
keller,317
avila,318
wade,319
molina,320
stanley,321
hopkins,322
campos,323
barnett,324
bates,325
chambers,326
caldwell,327
beck,328
lambert,329
miranda,330
byrd,331
craig,332
ayala,333
lowe,334
frazier,335
powers,336
neal,337
leonard,338
gregory,339
carrillo,340
sutton,341
fleming,342
rhodes,343
shelton,344
schwartz,345
norris,346
jennings,347
watts,348
duran,349
walters,350
cohen,351
mcdaniel,352
moran,353
parks,354
steele,355
vaughn,356
becker,357
holt,358
deleon,359
barker,360
terry,361
hale,362
leon,363
hail,364
benson,365
haynes,366
horton,367
miles,368
lyons,369
pham,370
graves,371
bush,372
thornton,373
wolfe,374
warner,375
cabrera,376
mckinney,377
mann,378
zimmerman,379
dawson,380
lara,381
fletcher,382
page,383
mccarthy,384
love,385
robles,386
cervantes,387
solis,388
erickson,389
reeves,390
chang,391
klein,392
salinas,393
fuentes,394
baldwin,395
daniel,396
simon,397
velasquez,398
hardy,399
higgins,400
aguirre,401
lin,402
cummings,403
chandler,404
sharp,405
barber,406
bowen,407
ochoa,408
dennis,409
robbins,410
liu,411
ramsey,412
francis,413
griffith,414
paul,415
blair,416
oconnor,417
cardenas,418
pacheco,419
cross,420
calderon,421
quinn,422
moss,423
swanson,424
chan,425
rivas,426
khan,427
rodgers,428
serrano,429
fitzgerald,430
rosales,431
stevenson,432
christensen,433
manning,434
gill,435
curry,436
mclaughlin,437
harmon,438
mcgee,439
gross,440
doyle,441
garner,442
newton,443
burgess,444
reese,445
walton,446
blake,447
trujillo,448
adkins,449
brady,450
goodman,451
roman,452
webster,453
goodwin,454
fischer,455
huang,456
potter,457
delacruz,458
montoya,459
todd,460
wu,461
hines,462
mullins,463
castaneda,464
malone,465
cannon,466
tate,467
mack,468
sherman,469
hubbard,470
hodges,471
zhang,472
guerra,473
wolf,474
valencia,475
saunders,476
franco,476
rowe,478
gallagher,479
farmer,480
hammond,481
hampton,482
townsend,483
ingram,484
wise,485
gallegos,486
clarke,487
barton,488
schroeder,489
maxwell,490
waters,491
logan,492
camacho,493
strickland,494
norman,495
person,496
colon,497
parsons,498
frank,499
harrington,500
glover,501
osborne,502
buchanan,503
casey,504
floyd,505
patton,506
ibarra,507
ball,508
tyler,509
suarez,510
bowers,511
orozco,512
salas,513
cobb,514
gibbs,515
andrade,516
bauer,517
conner,518
moody,519
escobar,520
mcguire,521
lloyd,522
mueller,523
hartman,524
french,525
kramer,526
mcbride,527
pope,528
lindsey,529
velazquez,530
norton,531
mccormick,532
sparks,533
flynn,534
yates,535
hogan,536
marsh,537
macias,538
villanueva,539
zamora,540
pratt,541
stokes,542
owen,543
ballard,544
lang,545
brock,546
villarreal,547
charles,548
drake,549
barrera,550
cain,551
patrick,552
pineda,553
burnett,554
mercado,555
santana,556
shepherd,557
bautista,558
ali,559
shaffer,560
lamb,561
trevino,562
mckenzie,563
hess,564
beil,565
olsen,566
cochran,567
morton,568
nash,569
wilkins,570
petersen,571
briggs,572
shah,573
roth,574
nicholson,575
holloway,576
lozano,577
rangel,578
flowers,578
hoover,580
short,581
arias,581
mora,583
valenzuela,584
bryan,585
meyers,586
weiss,587
underwood,588
bass,589
greer,590
summers,591
houston,592
carson,593
morrow,594
clayton,595
whitaker,596
decker,597
yoder,598
collier,599
zuniga,600
carey,601
wilcox,602
melendez,603
poole,604
roberson,605
larsen,606
conley,607
davenport,608
copeland,609
massey,610
lam,611
huff,612
rocha,613
cameron,614
jefferson,615
hood,616
monroe,617
anthony,618
pittman,619
huynh,620
randall,621
singleton,622
kirk,623
combs,624
mathis,625
christian,626
skinner,627
bradford,628
richard,629
galvan,630
wall,631
boone,632
kirby,633
wilkinson,634
bridges,635
bruce,636
atkinson,637
velez,638
meza,639
roy,640
vincent,641
york,642
hodge,643
villa,644
abbott,645
allison,646
tapia,647
gates,648
chase,649
sosa,650
sweeney,651
farrell,652
wyatt,653
dalton,654
horn,655
barron,656
phelps,657
yu,658
dickerson,659
heath,660
foley,661
atkins,662
mathews,663
bonilla,664
acevedo,665
benitez,666
zavala,667
hensley,668
glenn,669
cisneros,670
harrell,671
shields,672
rubio,673
huffman,674
choi,674
boyer,676
garrison,677
arroyo,678
bond,679
kane,680
hancock,681
callahan,682
dillon,683
cline,684
wiggins,685
grimes,686
arellano,687
melton,688
oneill,689
savage,690
ho,691
beltran,692
pitts,693
parrish,694
ponce,695
rich,696
booth,697
koch,698
golden,699
ware,700
brennan,701
mcdowell,702
marks,703
cantu,704
humphrey,705
baxter,706
sawyer,707
clay,708
tanner,709
hutchinson,710
kaur,711
berg,712
wiley,713
gilmore,714
russo,715
villegas,716
hobbs,717
keith,718
wilkerson,719
ahmed,720
beard,721
mcclain,722
montes,723
mata,724
rosario,725
vang,726
walter,727
henson,728
oneal,729
mosley,730
mcclure,731
beasley,732
stephenson,733
snow,734
huerta,735
preston,736
vance,737
barry,738
johns,739
eaton,740
blackwell,741
dyer,742
prince,743
macdonald,744
solomon,745
guevara,746
stafford,747
english,748
hurst,749
woodard,750
cortes,751
shannon,752
kemp,753
nolan,754
mccullough,755
merritt,756
murillo,757
moon,758
salgado,759
strong,760
kline,761
cordova,762
barajas,763
roach,764
rosas,765
winters,766
jacobson,767
lester,768
knox,769
bullock,770
kerr,771
leach,772
meadows,773
orr,774
davila,774
whitehead,776
pruitt,777
kent,778
conway,779
mckee,780
barr,781
david,782
dejesus,783
marin,784
berger,785
mcintyre,786
blankenship,787
gaines,788
palacios,789
cuevas,790
bartlett,791
durham,792
dorsey,793
mccall,794
odonnell,795
stein,796
browning,797
stout,798
lowery,799
sloan,800
mclean,801
hendricks,802
calhoun,803
sexton,804
chung,805
gentry,806
hull,807
duarte,808
ellison,809
nielsen,810
gillespie,811
buck,812
middleton,813
sellers,814
leblanc,815
esparza,816
hardin,817
bradshaw,818
mcintosh,819
howe,820
livingston,821
frost,822
glass,823
morse,824
knapp,825
herman,826
stark,827
bravo,828
noble,829
spears,830
weeks,831
corona,832
frederick,833
buckley,834
mcfarland,835
hebert,836
enriquez,837
hickman,838
quintero,839
randolph,840
schaefer,841
walls,842
trejo,843
house,844
reilly,845
pennington,846
michael,847
conrad,848
giles,849
benjamin,850
crosby,851
fitzpatrick,852
donovan,853
mays,854
mahoney,855
valentine,856
raymond,857
medrano,858
hahn,859
mcmillan,860
small,861
bentley,862
felix,863
peck,864
lucero,865
boyle,866
hanna,867
pace,868
rush,869
hurley,870
harding,871
mcconnell,872
bernal,873
nava,874
ayers,875
everett,876
ventura,877
avery,878
pugh,879
mayer,880
bender,881
shepard,882
mcmahon,883
landry,884
case,885
sampson,886
moses,887
magana,888
blackburn,889
dunlap,890
gould,891
duffy,892
vaughan,893
herring,894
mckay,895
espinosa,896
rivers,897
farley,898
bernard,899
ashley,900
friedman,901
potts,902
truong,903
costa,904
correa,905
blevins,906
nixon,907
clements,908
fry,909
delarosa,910
best,911
benton,912
lugo,913
portillo,914
dougherty,915
crane,916
haley,917
phan,918
villalobos,919
blanchard,920
horne,921
finley,922
quintana,923
lynn,924
esquivel,925
bean,926
dodson,927
mullen,928
xiong,929
hayden,930
cano,931
levy,932
huber,933
richmond,934
moyer,935
lim,936
frye,937
sheppard,938
mccarty,939
avalos,940
booker,941
waller,942
parra,943
woodward,944
jaramillo,945
krueger,946
rasmussen,947
brandt,948
peralta,949
donaldson,950
stuart,951
faulkner,952
maynard,953
galindo,954
coffey,955
estes,956
sanford,957
burch,958
maddox,959
vo,960
oconnell,961
vu,962
andersen,963
spence,964
mcpherson,965
church,966
schmitt,967
stanton,968
leal,969
cherry,970
compton,971
dudley,972
sierra,973
pollard,974
alfaro,975
hester,976
proctor,977
lu,978
hinton,979
novak,980
good,981
madden,982
mccann,983
terrell,983
jarvis,985
dickson,986
reyna,987
cantrell,988
mayo,989
branch,990
hendrix,991
rollins,992
rowland,993
whitney,994
duke,995
odom,996
daugherty,997
travis,998
tang,999
archer,1000
haas,1001
galloway,1002
bray,1003
nieves,1004
petty,1005
mcgrath,1006
kaufman,1007
holden,1008
krause,1009
baird,1010
riggs,1011
braun,1012
werner,1013
quinones,1014
saldana,1015
mercer,1016
hatfield,1017
mcneil,1018
irwin,1019
hooper,1020
hays,1021
joyce,1022
mcknight,1023
gamble,1024
downs,1025
pierre,1026
haney,1027
forbes,1028
saenz,1029
davies,1030
vera,1031
levine,1032
mooney,1033
john,1034
rosa,1035
riddle,1036
key,1037
cho,1038
kaiser,1039
holder,1040
bird,1041
bonner,1042
ferrell,1043
cotton,1044
dotson,1045
mcgowan,1046
barlow,1047
shea,1048
ewing,1049
bright,1050
becerra,1051
lindsay,1052
ritter,1053
cooley,1054
fritz,1055
cooke,1056
delaney,1057
amaya,1057
chaney,1059
kidd,1060
velasco,1061
ngo,1062
cheng,1063
newell,1064
frey,1065
carney,1066
barrios,1067
bolton,1068
holman,1069
tovar,1070
cardona,1071
dailey,1072
merrill,1073
cowan,1074
slater,1075
albert,1076
justice,1077
osborn,1078
carver,1079
lancaster,1080
goff,1081
zapata,1082
fulton,1083
kang,1084
sears,1085
lehman,1086
byers,1087
snider,1088
law,1089
tan,1090
lake,1091
lutz,1092
costello,1093
gay,1094
guthrie,1095
gallardo,1096
workman,1097
mcfadden,1098
blanco,1099
gorman,1100
katz,1101
kuhn,1102
noel,1103
valle,1104
marino,1105
hong,1106
springer,1107
pickett,1108
aguilera,1109
witt,1110
carrasco,1110
donahue,1112
kinney,1113
donnelly,1114
britt,1115
craft,1116
odell,1117
daly,1118
winter,1119
abraham,1120
baez,1121
rodrigues,1122
wooten,1123
hartley,1124
ng,1125
kendall,1126
cleveland,1127
crowley,1128
pearce,1129
dillard,1130
wilder,1131
lange,1132
shoemaker,1133
flanagan,1134
bruno,1135
segura,1136
beach,1137
castellanos,1138
tillman,1139
alford,1140
finch,1141
mcleod,1141
mackey,1143
dodd,1144
emerson,1145
minor,1145
muniz,1147
alston,1148
maloney,1149
childers,1150
mcdermott,1151
moser,1152
vogel,1153
mccabe,1154
dang,1155
alonso,1155
saucedo,1157
starr,1158
do,1159
hurtado,1160
kirkland,1161
hendrickson,1162
holley,1163
cordero,1164
franks,1165
guillen,1166
welsh,1166
ratliff,1168
sweet,1169
talley,1170
whitfield,1171
crowe,1172
goldstein,1173
england,1174
pereira,1175
ly,1176
joyner,1177
richter,1178
farris,1179
tracy,1180
bacon,1181
han,1182
gibbons,1183
mayfield,1184
hoang,1185
elder,1186
lau,1187
dale,1188
camp,1189
connolly,1190
hewitt,1191
cramer,1192
goldberg,1193
morin,1194
sutherland,1195
kaplan,1196
mcallister,1197
byrne,1198
osorio,1199
cash,1200
haines,1201
meeks,1202
wynn,1203
gilliam,1204
vigil,1205
hickey,1206
connor,1207
pate,1208
zepeda,1209
hatcher,1210
escobedo,1211
arredondo,1212
hyde,1213
christopher,1214
mobley,1215
kessler,1216
britton,1217
ritchie,1217
romano,1219
oneil,1220
tyson,1221
bui,1222
hilton,1223
caballero,1224
downing,1225
sharpe,1226
guy,1227
holcomb,1227
rankin,1229
godfrey,1230
chamberlain,1231
fink,1232
hollis,1233
foreman,1234
carranza,1235
sharma,1236
kern,1237
chu,1238
knowles,1239
ma,1240
madison,1241
childs,1242
belcher,1243
wills,1244
womack,1245
dye,1246
arthur,1247
grace,1248
baca,1249
rutherford,1250
sorensen,1251
mccray,1252
hastings,1253
pierson,1254
chacon,1255
renteria,1256
mohamed,1257
nicholas,1258
kendrick,1259
ferreira,1260
lockhart,1261
boggs,1262
pryor,1263
doherty,1264
sargent,1265
kenney,1266
tuttle,1267
denton,1268
magee,1269
jamison,1270
lyon,1271
locke,1272
puckett,1273
coronado,1274
olvera,1275
sykes,1276
manuel,1277
burks,1278
chin,1279
quiroz,1280
hopper,1281
mcgill,1282
dolan,1283
mckenna,1284
head,1285
montano,1286
paredes,1287
delatorre,1288
langley,1289
sinclair,1290
dwyer,1291
shirley,1292
muller,1293
courtney,1294
slaughter,1295
polk,1296
lemus,1297
covington,1298
madrigal,1299
clemons,1300
rosado,1301
broussard,1302
mcginnis,1303
hatch,1304
sheehan,1305
rutledge,1306
corbin,1307
dempsey,1308
garland,1309
carmona,1310
bowling,1311
burris,1312
whitley,1313
hamm,1314
bland,1315
bermudez,1316
stinson,1317
pike,1318
orellana,1319
downey,1320
varela,1321
harden,1322
couch,1323
dickinson,1324
cassidy,1325
rucker,1326
gabriel,1327
herron,1328
mcnamara,1329
rouse,1330
burt,1331
battle,1332
gustafson,1333
herbert,1334
dunbar,1335
webber,1335
boyce,1337
dewitt,1338
rosenberg,1339
simms,1340
woodruff,1341
brandon,1342
romo,1343
hutchins,1344
kirkpatrick,1344
corbett,1346
granados,1347
rossi,1348
goss,1349
lott,1350
leyva,1351
hinojosa,1352
gil,1353
crabtree,1354
grady,1355
mcclellan,1356
kumar,1357
fraser,1358
rico,1359
bingham,1360
soriano,1361
sterling,1362
fonseca,1363
madrid,1364
emery,1365
singer,1366
aragon,1367
aquino,1368
elmore,1369
worley,1370
simons,1371
quezada,1372
ott,1373
ocampo,1374
aviles,1375
nieto,1376
ervin,1377
gore,1378
shafer,1379
weston,1380
xu,1381
plummer,1382
michel,1383
paz,1384
yanez,1385
gregg,1386
abrams,1387
smart,1388
beatty,1389
serna,1390
meier,1391
robison,1392
swartz,1393
seymour,1394
gleason,1395
vela,1396
padgett,1397
ackerman,1398
heller,1399
ziegler,1400
vinson,1401
eldridge,1402
pina,1403
schumacher,1404
akers,1405
roe,1406
tomlinson,1407
mayes,1408
zheng,1409
albright,1410
burgos,1411
swain,1412
manley,1413
helton,1414
song,1415
quick,1416
leslie,1417
stern,1418
givens,1419
tipton,1420
coffman,1421
greenwood,1422
curran,1423
childress,1424
fish,1425
elkins,1426
daley,1427
lowry,1428
angel,1428
solano,1430
duong,1431
edmonds,1432
gomes,1433
buckner,1434
walden,1435
hutchison,1436
griggs,1437
nix,1438
clifton,1439
thomson,1440
yarbrough,1441
mccauley,1442
elias,1443
jacob,1444
meredith,1445
mcelroy,1446
groves,1447
uribe,1448
hoskins,1449
bowden,1450
tatum,1451
schafer,1452
field,1452
bustamante,1454
stover,1455
teague,1456
gunter,1457
burrell,1458
funk,1459
crowder,1460
schulz,1461
sanderson,1462
canales,1462
tolbert,1464
lund,1465
blue,1466
kay,1467
draper,1467
shapiro,1469
whalen,1470
navarrete,1471
gamez,1472
swift,1473
inman,1474
crews,1475
kurtz,1476
stroud,1477
blanton,1478
reece,1479
liang,1480
francisco,1481
crow,1482
bloom,1483
sun,1484
tompkins,1485
jung,1486
nance,1487
anaya,1488
mckinley,1489
olivares,1490
newsome,1491
thurman,1492
helms,1493
metcalf,1494
goldman,1495
schmitz,1496
crouch,1497
mcmanus,1498
arevalo,1499
horner,1500
conklin,1501
holbrook,1502
neely,1502
hollingsworth,1504
clement,1505
devine,1506
crockett,1507
benavides,1508
bullard,1509
louis,1510
steiner,1511
coates,1512
drew,1513
bowles,1514
payton,1515
chappell,1516
amos,1517
hagen,1518
phipps,1519
self,1520
larkin,1521
poe,1522
pritchard,1523
masters,1524
gunn,1525
jeffries,1526
dooley,1527
pagan,1528
mcghee,1529
post,1530
montalvo,1531
zhou,1532
prado,1533
heard,1534
lord,1535
thao,1536
connelly,1537
driscoll,1538
dubois,1539
feldman,1540
coker,1541
dickey,1542
pollock,1543
kimball,1544
rainey,1545
ivey,1546
gee,1547
butts,1548
maher,1549
jewell,1550
barragan,1551
machado,1552
rubin,1553
reynoso,1554
wesley,1555
hidalgo,1556
cabral,1557
samuel,1558
lacy,1559
gallo,1560
egan,1561
aldridge,1562
swenson,1563
swan,1564
stratton,1565
hinkle,1565
butcher,1567
ornelas,1568
forrest,1569
colbert,1570
aleman,1571
rodriquez,1572
arrington,1573
goins,1574
whaley,1575
esposito,1576
neff,1577
mead,1578
casillas,1579
lilly,1580
biggs,1581
yeager,1582
godwin,1583
sprague,1584
rosen,1585
quintanilla,1586
otto,1587
billings,1588
connell,1589
temple,1590
boswell,1591
colvin,1592
koenig,1592
erwin,1594
tellez,1595
norwood,1596
milligan,1597
ames,1598
purcell,1599
ludwig,1600
souza,1601
huggins,1602
amador,1603
dunham,1604
goode,1605
kauffman,1606
piper,1607
oleary,1607
cuellar,1609
steward,1610
winn,1611
gary,1612
zhao,1613
sewell,1614
browne,1615
ramey,1616
davison,1617
clifford,1618
stahl,1619
ybarra,1619
samuels,1621
dukes,1622
sheridan,1623
snell,1623
vickers,1625
cartwright,1626
link,1627
blackmon,1628
bunch,1629
grimm,1630
meade,1631
silver,1632
ojeda,1633
geiger,1634
dodge,1635
kraft,1635
lujan,1637
babcock,1638
hand,1639
winkler,1640
painter,1641
regan,1642
bragg,1643
engel,1644
valadez,1645
carbajal,1646
redmond,1647
jarrett,1648
bolden,1649
wolff,1650
thorpe,1651
hassan,1652
hadley,1653
healy,1654
mcdonough,1655
shin,1656
grove,1657
block,1658
peacock,1659
ohara,1660
hammer,1661
feliciano,1662
winston,1662
betancourt,1664
beaver,1665
godinez,1665
kilgore,1667
mcgraw,1668
dahl,1669
diamond,1670
pimentel,1671
cornell,1672
arreola,1673
siegel,1674
hankins,1675
raines,1676
thacker,1677
sadler,1678
sotelo,1679
dugan,1679
cote,1681
bower,1682
miner,1683
brantley,1684
sheets,1685
sherwood,1685
pinto,1687
doss,1687
stiles,1689
willard,1690
waddell,1691
stanford,1692
latham,1693
zhu,1694
irvin,1695
matos,1696
gagnon,1697
carlton,1698
tidwell,1699
lovell,1700
hoyt,1701
spivey,1702
jean,1703
land,1704
patino,1705
marrero,1706
hager,1707
hurt,1708
ash,1709
hagan,1710
brito,1711
lanier,1712
zarate,1713
major,1714
escamilla,1715
otero,1716
henley,1717
dick,1718
voss,1719
greenberg,1720
finn,1721
venegas,1722
mcneal,1723
metzger,1724
coulter,1725
beal,1726
crump,1727
jorgensen,1728
maurer,1729
kearney,1730
cummins,1731
ferris,1732
milton,1732
timmons,1734
palma,1735
escalante,1736
cahill,1737
schaffer,1738
guidry,1739
yee,1740
kruse,1741
mcmullen,1742
hurd,1743
castle,1744
valdes,1745
mcwilliams,1746
leung,1747
holliday,1748
houser,1749
bassett,1750
thomason,1751
sapp,1752
tripp,1753
galvez,1754
eubanks,1755
hilliard,1756
crocker,1757
caruso,1758
alonzo,1758
barnard,1760
deal,1760
metz,1760
carlisle,1763
hargrove,1764
keenan,1765
north,1766
dasilva,1767
ledesma,1768
messer,1769
westbrook,1770
root,1770
hackett,1772
posey,1773
fountain,1774
cornelius,1775
benoit,1775
barnhart,1777
rendon,1778
hannah,1779
pedersen,1780
stubbs,1781
starks,1782
sizemore,1783
epps,1784
olivas,1785
bergeron,1786
roper,1787
hightower,1787
paige,1789
urban,1790
boucher,1791
fontenot,1792
washburn,1793
farr,1794
melvin,1795
cullen,1796
hu,1797
mccollum,1798
betts,1799
coyle,1800
trotter,1801
wilhelm,1802
blount,1803
murdock,1804
street,1805
lockwood,1806
hinson,1807
rudolph,1808
waiters,1809
sepulveda,1810
duvall,1811
smiley,1812
casas,1813
doan,1814
mcqueen,1814
langston,1816
sheffield,1817
tackett,1818
locklear,1819
linares,1820
polanco,1820
marroquin,1822
connors,1823
trent,1824
carmichael,1825
toth,1826
rushing,1827
cody,1828
gamboa,1829
brewster,1830
shipley,1831
mena,1832
prieto,1833
gifford,1834
oliva,1835
layton,1836
gaston,1837
goodrich,1838
prater,1839
burger,1840
toledo,1841
lovett,1842
gipson,1843
arce,1844
wiseman,1845
dobson,1846
ledbetter,1847
arteaga,1848
penn,1849
jiang,1849
whitman,1851
burkett,1852
koehler,1853
christiansen,1854
sheldon,1855
pritchett,1856
paulson,1857
eddy,1858
rock,1859
roland,1860
aranda,1861
mccracken,1862
hyatt,1863
hanley,1864
arriaga,1865
engle,1866
story,1867
valentin,1868
yost,1869
langford,1870
herndon,1871
napier,1872
lai,1873
reeder,1874
mcneill,1875
levin,1876
landers,1876
mims,1878
brand,1879
delossantos,1880
vallejo,1881
lima,1882
cronin,1883
muhammad,1884
fitch,1885
gupta,1886
oliveira,1887
mccain,1888
medeiros,1889
kraus,1890
stacy,1891
pettit,1892
bateman,1893
pulido,1894
roche,1895
tobin,1896
zaragoza,1897
isaac,1898
spaulding,1899
keys,1900
sylvester,1901
nowak,1902
weir,1903
darling,1904
barrientos,1905
ogden,1906
mcclendon,1907
araujo,1908
sumner,1909
saavedra,1910
gillis,1910
landis,1912
caudill,1913
jacobsen,1914
overton,1914
diehl,1916
alarcon,1917
hedrick,1918
toney,1919
cheung,1920
darby,1921
thorne,1922
mansfield,1923
kyle,1924
dietz,1925
smallwood,1926
adair,1927
gold,1928
laird,1929
lacey,1930
christie,1931
pack,1932
vidal,1933
kiser,1934
peoples,1935
waite,1936
beyer,1937
desai,1938
banuelos,1939
spangler,1940
mondragon,1941
fair,1942
rizzo,1943
sands,1944
queen,1945
ledford,1946
allred,1947
bledsoe,1948
rhoades,1949
ricks,1950
spicer,1951
ordonez,1952
chavarria,1953
bryson,1954
hutton,1955
dobbs,1956
lay,1957
abel,1958
keen,1959
woody,1960
luke,1961
mchugh,1962
negron,1963
cope,1964
triplett,1965
hathaway,1966
salcedo,1967
presley,1968
ernst,1969
haywood,1970
putnam,1971
najera,1971
stapleton,1973
batista,1974
wilkes,1975
lopes,1976
richey,1977
oh,1978
keyes,1979
dill,1980
humphries,1981
youngblood,1982
capps,1983
cates,1984
covarrubias,1985
addison,1986
ha,1987
mcrae,1987
cao,1989
dickens,1990
judd,1991
barbosa,1992
hawley,1993
rahman,1994
crenshaw,1995
lackey,1996
varner,1997
staley,1998
kowalski,1999
kincaid,2000
moya,2001
vogt,2002
kimble,2003
barraza,2004
hay,2005
platt,2006
fernandes,2007
abreu,2008
doty,2009
crum,2010
yi,2011
corley,2012
flaherty,2013
drummond,2014
bernstein,2015
darnell,2016
hwang,2017
fong,2018
mccord,2019
akins,2020
bergman,2021
delong,2022
moreland,2023
lorenzo,2024
longoria,2025
pelletier,2026
sneed,2027
skaggs,2028
alcala,2029
munson,2030
eason,2031
keene,2032
paris,2033
shearer,2033
cerda,2035
lo,2036
marcus,2037
crain,2038
cagle,2039
bauman,2040
friend,2041
crespo,2042
calvert,2043
corcoran,2044
cornejo,2045
omalley,2046
albrecht,2047
mallory,2048
cavanaugh,2049
jaimes,2050
culver,2051
hope,2052
begay,2053
argueta,2054
granger,2055
grover,2056
michaels,2057
champion,2058
whittington,2059
aldrich,2060
heredia,2061
denny,2062
fagan,2063
waldron,2063
oakes,2065
hanks,2066
grossman,2067
neumann,2067
ashby,2069
vernon,2070
crowell,2071
blum,2072
jeffers,2073
mccormack,2074
mai,2075
dumas,2076
kenny,2077
ceja,2078
okeefe,2079
shultz,2080
cormier,2081
bain,2082
madsen,2083
cavazos,2084
burrows,2085
busch,2086
burroughs,2087
schuster,2088
bagley,2089
montero,2090
stringer,2091
whitt,2092
stallings,2093
eckert,2093
mcgovern,2095
boykin,2096
saldivar,2097
woodson,2098
oakley,2099
currie,2100
whittaker,2100
huddleston,2102
hoff,2103
staples,2104
mireles,2105
mohr,2106
ambrose,2107
bellamy,2108
mclain,2109
greco,2110
zimmer,2111
moseley,2112
quigley,2113
atwood,2114
brunson,2115
coon,2116
mott,2117
zambrano,2117
dinh,2119
hirsch,2120
keating,2121
chow,2122
dutton,2123
ferrer,2123
flood,2125
hooks,2125
read,2127
hobson,2128
bustos,2129
benedict,2130
vandyke,2131
troyer,2132
ham,2133
prescott,2134
shaver,2135
hoffmann,2136
lunsford,2137
grayson,2138
finney,2139
bueno,2140
cottrell,2141
whitlock,2142
bello,2143
frias,2144
knutson,2145
hussain,2146
hsu,2147
comer,2148
hawk,2149
hamlin,2150
ransom,2150
schwab,2152
gauthier,2153
haskins,2154
stovall,2155
rooney,2156
coe,2157
corral,2158
barrow,2159
torrez,2160
dupree,2161
eastman,2162
crandall,2163
nunn,2164
light,2164
almeida,2166
hawthorne,2167
pendleton,2168
naylor,2169
gerber,2170
schrader,2171
burnette,2172
maguire,2173
doran,2174
calloway,2175
bartley,2175
kohler,2177
purvis,2177
acuna,2179
ulrich,2180
chau,2181
german,2182
schulte,2183
conroy,2184
hooker,2185
thayer,2186
gage,2187
nevarez,2188
