name,rank
soto,257
mccoy,258
welch,259
chen,260
schultz,261
walters,262
reid,263
fields,264
walsh,265
little,266
fowler,267
bowman,268
davidson,269
may,270
day,271
schneider,272
newman,273
brewer,274
lucas,275
holland,276
wong,277
banks,278
santos,279
curtis,280
pearson,281
delgado,282
valdez,283
pena,284
rios,285
douglas,286
sandoval,287
barrett,288
hopkins,289
keller,290
guerrero,291
stanley,292
bates,293
alvarado,294
beck,295
ortega,296
wade,297
estrada,298
contreras,299
barnett,300
caldwell,301
santiago,302
lambert,303
powers,304
chambers,305
nunez,306
craig,307
leonard,308
lowe,309
rhodes,310
byrd,311
gregory,312
shelton,313
frazier,314
becker,315
maldonado,316
fleming,317
vega,318
sutton,319
cohen,320
jennings,321
parks,322
mcdaniel,323
watts,324
barker,325
norris,326
vaughn,327
vazquez,328
holt,329
schwartz,330
steele,331
benson,332
neal,333
dominguez,334
horton,335
terry,336
wolfe,337
hale,338
lyons,339
graves,340
haynes,341
miles,342
park,343
warner,344
padilla,345
bush,346
thornton,347
mccarthy,348
mann,349
zimmerman,350
erickson,351
fletcher,352
mckinney,353
page,354
dawson,355
joseph,356
marquez,357
reeves,358
klein,359
espinoza,360
baldwin,361
moran,362
love,363
robbins,364
higgins,365
ball,366
cortez,367
le,368
griffith,369
bowen,370
sharp,371
cummings,372
ramsey,373
hardy,374
swanson,375
barber,376
acosta,377
luna,378
chandler,379
blair,380
daniel,380
cross,382
simon,383
dennis,384
oconnor,385
quinn,386
gross,387
navarro,388
moss,389
fitzgerald,390
doyle,391
mclaughlin,392
rojas,393
rodgers,394
stevenson,395
singh,396
yang,397
figueroa,398
harmon,399
newton,400
paul,401
manning,402
garner,403
mcgee,404
reese,405
francis,406
burgess,407
adkins,408
goodman,409
curry,410
brady,411
christensen,412
potter,413
walton,414
goodwin,415
mullins,416
molina,417
webster,418
fischer,419
campos,420
avila,421
sherman,422
todd,423
chang,424
blake,425
malone,426
wolf,427
hodges,428
juarez,429
gill,430
farmer,431
hines,432
gallagher,433
duran,434
hubbard,435
cannon,436
miranda,437
wang,438
saunders,439
tate,440
mack,441
hammond,442
carrillo,443
townsend,444
wise,445
ingram,446
barton,447
mejia,448
ayala,449
schroeder,450
hampton,451
rowe,452
parsons,453
frank,454
waters,455
strickland,456
osborne,457
maxwell,458
chan,459
deleon,460
norman,461
harrington,462
casey,463
patton,464
logan,465
bowers,466
mueller,467
glover,468
floyd,469
hartman,470
buchanan,471
cobb,472
french,473
kramer,474
mccormick,475
clarke,476
tyler,477
gibbs,478
moody,479
conner,480
sparks,481
mcguire,482
leon,483
bauer,484
norton,485
pope,486
flynn,487
hogan,488
robles,489
salinas,490
yates,491
lindsey,492
lloyd,493
marsh,494
mcbride,495
owen,496
solis,497
pham,498
lang,499
pratt,500
lara,501
brock,502
ballard,503
trujillo,504
shaffer,505
drake,506
roman,507
aguirre,508
morton,509
stokes,510
lamb,511
pacheco,512
patrick,513
cochran,514
shepherd,515
cain,516
burnett,517
hess,518
li,519
cervantes,520
olsen,521
briggs,522
ochoa,523
cabrera,524
velasquez,525
montoya,526
roth,527
meyers,528
cardenas,529
fuentes,530
weiss,531
hoover,532
wilkins,532
nicholson,534
underwood,535
short,536
carson,537
morrow,538
colon,539
holloway,540
summers,541
bryan,542
petersen,543
mckenzie,544
serrano,545
wilcox,546
carey,547
clayton,548
poole,549
calderon,550
gallegos,551
greer,552
rivas,553
guerra,554
decker,555
collier,556
wall,557
whitaker,558
bass,559
flowers,560
davenport,561
conley,562
houston,563
huff,564
copeland,565
hood,566
monroe,567
massey,568
roberson,569
combs,570
franco,571
larsen,572
pittman,573
randall,574
skinner,575
wilkinson,576
kirby,577
cameron,578
bridges,579
anthony,580
richard,581
kirk,582
bruce,583
singleton,584
mathis,585
bradford,586
boone,587
abbott,588
charles,589
allison,590
sweeney,591
atkinson,592
horn,593
jefferson,594
rosales,595
york,596
christian,597
phelps,598
farrell,599
castaneda,600
nash,601
dickerson,602
bond,603
wyatt,604
foley,605
chase,606
gates,607
vincent,608
mathews,609
hodge,610
garrison,611
trevino,612
villarreal,613
heath,614
dalton,615
valencia,616
callahan,617
hensley,618
atkins,619
huffman,620
roy,621
boyer,622
shields,623
lin,624
hancock,625
grimes,626
glenn,627
cline,628
delacruz,629
camacho,630
dillon,631
parrish,632
oneill,633
melton,634
booth,635
kane,636
berg,637
harrell,638
pitts,639
savage,640
wiggins,641
brennan,642
salas,643
marks,644
russo,645
sawyer,646
baxter,647
golden,648
hutchinson,649
liu,650
walter,651
mcdowell,652
wiley,653
rich,654
humphrey,655
johns,656
koch,657
suarez,658
hobbs,659
beard,660
gilmore,661
ibarra,662
keith,663
macias,664
khan,665
andrade,666
ware,667
stephenson,668
henson,669
wilkerson,670
dyer,671
mcclure,672
blackwell,673
mercado,674
tanner,675
eaton,676
clay,677
barron,678
beasley,679
oneal,680
preston,681
small,681
wu,683
zamora,684
macdonald,685
vance,686
snow,687
mcclain,688
stafford,689
orozco,690
barry,691
english,692
shannon,693
kline,694
jacobson,695
woodard,696
huang,697
kemp,698
mosley,699
prince,700
merritt,701
hurst,702
villanueva,703
roach,704
nolan,705
lam,706
yoder,707
mccullough,708
lester,709
santana,710
valenzuela,711
winters,712
barrera,713
leach,714
orr,714
berger,716
mckee,717
strong,718
conway,719
stein,720
whitehead,721
bullock,722
escobar,723
knox,724
meadows,725
solomon,726
velez,727
odonnell,728
kerr,729
stout,730
blankenship,731
browning,732
kent,733
lozano,734
bartlett,735
pruitt,736
buck,737
barr,738
gaines,739
durham,740
gentry,741
mcintyre,742
sloan,743
melendez,744
rocha,744
herman,746
sexton,747
moon,748
hendricks,749
rangel,750
stark,751
lowery,752
hardin,753
hull,754
sellers,755
ellison,756
calhoun,757
gillespie,758
mora,759
knapp,760
mccall,761
morse,762
dorsey,763
weeks,764
nielsen,765
livingston,766
leblanc,767
mclean,768
bradshaw,769
glass,770
middleton,771
buckley,772
schaefer,773
frost,774
howe,775
house,776
mcintosh,777
ho,778
pennington,779
reilly,780
hebert,781
mcfarland,782
hickman,783
noble,784
spears,785
conrad,786
arias,787
galvan,788
velazquez,789
huynh,790
frederick,791
randolph,792
cantu,793
fitzpatrick,794
mahoney,795
peck,796
villa,797
michael,798
donovan,799
mcconnell,800
walls,801
boyle,802
mayer,803
zuniga,804
giles,805
pineda,806
pace,807
hurley,808
mays,809
mcmillan,810
crosby,811
ayers,812
case,813
bentley,814
shepard,815
everett,816
pugh,817
david,818
mcmahon,819
dunlap,820
bender,821
hahn,822
harding,823
acevedo,824
raymond,825
blackburn,826
duffy,827
landry,828
dougherty,829
bautista,830
shah,831
potts,832
arroyo,833
valentine,834
meza,835
gould,836
vaughan,837
fry,838
rush,839
avery,840
herring,841
dodson,842
clements,843
sampson,844
tapia,845
bean,846
lynn,847
crane,848
farley,849
cisneros,850
benton,851
ashley,852
mckay,853
finley,854
best,855
blevins,856
friedman,857
moses,858
sosa,859
blanchard,860
huber,861
frye,862
krueger,863
bernard,864
rosario,865
rubio,866
mullen,867
benjamin,868
haley,869
chung,870
moyer,871
choi,872
horne,873
yu,874
woodward,875
ali,876
nixon,877
hayden,878
rivers,879
estes,880
mccarty,881
richmond,882
stuart,883
maynard,884
brandt,885
oconnell,886
hanna,887
sanford,888
sheppard,889
church,890
burch,891
levy,892
rasmussen,893
coffey,894
ponce,895
faulkner,896
donaldson,897
schmitt,898
novak,899
costa,900
montes,901
booker,902
cordova,903
waller,904
arellano,905
maddox,906
mata,907
bonilla,908
stanton,909
compton,910
kaufman,911
dudley,912
mcpherson,913
beltran,914
dickson,915
mccann,916
villegas,917
proctor,918
hester,919
cantrell,920
daugherty,921
cherry,922
bray,923
davila,924
rowland,925
levine,926
madden,926
spence,928
good,929
irwin,930
werner,931
krause,932
petty,933
whitney,934
baird,935
hooper,936
pollard,937
zavala,938
jarvis,939
holden,940
haas,941
hendrix,941
mcgrath,943
bird,944
lucero,945
terrell,946
riggs,947
joyce,948
mercer,949
rollins,949
galloway,951
duke,952
odom,953
andersen,954
downs,955
hatfield,956
benitez,957
archer,958
huerta,959
travis,960
mcneil,961
hinton,962
zhang,963
hays,964
mayo,965
fritz,966
branch,967
mooney,968
ewing,969
ritter,970
esparza,971
frey,972
braun,973
gay,974
riddle,975
haney,976
kaiser,977
holder,978
chaney,979
mcknight,980
gamble,981
vang,982
cooley,983
carney,984
cowan,985
forbes,986
ferrell,987
davies,988
barajas,989
shea,990
osborn,991
bright,992
cuevas,993
bolton,994
murillo,995
lutz,996
duarte,997
kidd,998
key,999
cooke,1000
goff,1001
dejesus,1002
marin,1003
dotson,1004
bonner,1005
cotton,1006
merrill,1007
lindsay,1008
lancaster,1009
mcgowan,1010
felix,1011
salgado,1012
slater,1013
carver,1014
guthrie,1015
holman,1016
fulton,1017
snider,1018
sears,1019
witt,1020
newell,1021
byers,1022
lehman,1023
gorman,1024
costello,1025
donahue,1026
delaney,1027
albert,1028
workman,1029
rosas,1030
springer,1031
justice,1032
kinney,1032
odell,1034
lake,1035
donnelly,1036
law,1037
dailey,1038
guevara,1039
shoemaker,1040
barlow,1041
marino,1042
winter,1043
craft,1044
katz,1045
pickett,1046
espinosa,1047
daly,1048
maloney,1048
goldstein,1050
crowley,1051
vogel,1052
kuhn,1053
pearce,1054
hartley,1055
cleveland,1056
palacios,1057
mcfadden,1058
britt,1059
wooten,1060
cortes,1061
dillard,1062
childers,1063
alford,1064
dodd,1065
emerson,1066
wilder,1067
lange,1068
goldberg,1069
quintero,1070
beach,1071
enriquez,1072
quintana,1073
helms,1074
mackey,1075
finch,1076
cramer,1077
minor,1078
flanagan,1079
franks,1080
corona,1081
kendall,1082
mccabe,1083
hendrickson,1084
moser,1085
mcdermott,1086
camp,1087
mcleod,1088
bernal,1089
kaplan,1090
medrano,1091
lugo,1092
tracy,1093
bacon,1094
crowe,1095
richter,1096
welsh,1097
holley,1098
ratliff,1099
mayfield,1100
talley,1101
haines,1102
dale,1103
gibbons,1104
hickey,1105
byrne,1106
kirkland,1107
farris,1108
correa,1109
tillman,1110
sweet,1111
kessler,1112
england,1113
hewitt,1114
blanco,1115
connolly,1116
pate,1117
elder,1118
bruno,1119
holcomb,1120
hyde,1121
mcallister,1122
cash,1123
christopher,1124
whitfield,1125
meeks,1126
hatcher,1127
fink,1128
sutherland,1128
noel,1130
ritchie,1131
rosa,1132
leal,1133
joyner,1134
starr,1135
morin,1136
delarosa,1137
connor,1138
hilton,1139
alston,1140
gilliam,1141
wynn,1142
wills,1143
jaramillo,1144
oneil,1145
nieves,1146
britton,1147
rankin,1148
belcher,1149
guy,1150
chamberlain,1151
tyson,1152
puckett,1153
downing,1154
sharpe,1155
boggs,1156
truong,1157
pierson,1158
godfrey,1159
mobley,1160
john,1161
kern,1162
dye,1163
hollis,1164
bravo,1165
magana,1166
rutherford,1167
ng,1168
tuttle,1169
lim,1170
romano,1171
arthur,1172
trejo,1172
knowles,1174
lyon,1175
shirley,1176
quinones,1177
childs,1178
dolan,1179
head,1180
reyna,1181
saenz,1182
hastings,1183
kenney,1184
cano,1185
foreman,1186
denton,1187
villalobos,1188
pryor,1189
sargent,1190
doherty,1191
hopper,1192
phan,1193
womack,1194
lockhart,1195
ventura,1196
dwyer,1197
muller,1198
galindo,1199
grace,1200
sorensen,1201
courtney,1202
parra,1203
rodrigues,1204
nicholas,1205
ahmed,1206
mcginnis,1207
langley,1208
madison,1209
locke,1210
jamison,1211
nava,1212
gustafson,1213
sykes,1214
dempsey,1215
hamm,1216
rodriquez,1217
mcgill,1218
xiong,1219
esquivel,1220
simms,1221
kendrick,1222
boyce,1223
vigil,1224
downey,1225
mckenna,1226
sierra,1227
webber,1228
kirkpatrick,1229
dickinson,1230
couch,1231
burks,1232
sheehan,1233
slaughter,1234
pike,1235
whitley,1236
magee,1237
cheng,1238
sinclair,1239
cassidy,1240
rutledge,1241
burris,1242
bowling,1243
crabtree,1244
mcnamara,1245
avalos,1246
vu,1247
herron,1248
broussard,1249
abraham,1250
garland,1251
corbett,1252
corbin,1253
stinson,1254
chin,1255
burt,1256
hutchins,1257
woodruff,1258
lau,1259
brandon,1260
singer,1261
hatch,1262
rossi,1263
shafer,1264
ott,1265
goss,1266
gregg,1267
dewitt,1268
tang,1269
polk,1270
worley,1271
covington,1272
saldana,1273
heller,1274
emery,1275
swartz,1276
cho,1277
mccray,1278
elmore,1279
rosenberg,1280
simons,1281
clemons,1282
beatty,1283
harden,1284
herbert,1285
bland,1286
rucker,1287
manley,1288
ziegler,1289
grady,1290
lott,1291
rouse,1292
gleason,1293
mcclellan,1294
abrams,1295
vo,1296
albright,1297
meier,1298
dunbar,1299
ackerman,1300
padgett,1301
mayes,1302
tipton,1303
coffman,1304
peralta,1305
shapiro,1306
roe,1307
weston,1308
plummer,1309
helton,1310
stern,1311
fraser,1312
stover,1313
fish,1314
schumacher,1315
baca,1316
curran,1317
vinson,1318
vera,1319
clifton,1320
ervin,1321
eldridge,1322
lowry,1323
childress,1324
becerra,1325
gore,1326
seymour,1327
chu,1328
field,1329
akers,1330
carrasco,1331
bingham,1332
sterling,1333
greenwood,1334
leslie,1335
groves,1336
manuel,1337
swain,1338
edmonds,1339
muniz,1340
thomson,1341
crouch,1342
walden,1343
smart,1344
tomlinson,1345
alfaro,1346
quick,1347
goldman,1348
mcelroy,1349
yarbrough,1350
funk,1351
hong,1352
portillo,1353
lund,1354
ngo,1355
elkins,1356
stroud,1357
meredith,1358
battle,1359
mccauley,1360
zapata,1361
bloom,1362
gee,1363
givens,1364
cardona,1365
schafer,1366
robison,1367
gunter,1368
griggs,1369
tovar,1370
teague,1371
swift,1372
bowden,1373
schulz,1374
blanton,1375
buckner,1376
whalen,1377
pritchard,1378
pierre,1379
kang,1380
butts,1381
metcalf,1381
kurtz,1383
sanderson,1384
tompkins,1385
inman,1386
crowder,1387
dickey,1388
hutchison,1389
conklin,1390
hoskins,1391
holbrook,1392
horner,1393
neely,1393
tatum,1395
hollingsworth,1396
draper,1397
clement,1398
lord,1399
reece,1400
feldman,1401
kay,1402
hagen,1403
crews,1404
bowles,1405
post,1406
jewell,1407
daley,1408
cordero,1409
mckinley,1410
velasco,1411
masters,1412
driscoll,1413
burrell,1414
valle,1415
crow,1416
devine,1417
larkin,1418
chappell,1419
pollock,1420
kimball,1421
ly,1421
schmitz,1423
lu,1424
rubin,1425
self,1426
barrios,1427
pereira,1428
phipps,1429
mcmanus,1430
nance,1431
steiner,1432
poe,1433
crockett,1434
jeffries,1435
amos,1436
nix,1437
newsome,1438
dooley,1439
payton,1440
rosen,1441
swenson,1442
connelly,1443
tolbert,1444
segura,1445
esposito,1446
coker,1447
biggs,1448
hinkle,1449
thurman,1450
drew,1451
ivey,1452
bullard,1453
baez,1454
neff,1455
maher,1456
stratton,1457
egan,1458
dubois,1459
gallardo,1460
blue,1461
rainey,1462
yeager,1463
saucedo,1464
ferreira,1465
sprague,1466
lacy,1467
hurtado,1468
heard,1469
connell,1470
stahl,1471
aldridge,1472
amaya,1473
forrest,1474
erwin,1475
gunn,1475
swan,1477
butcher,1478
rosado,1479
godwin,1480
hand,1481
gabriel,1482
otto,1483
whaley,1484
ludwig,1485
clifford,1486
grove,1487
beaver,1488
silver,1489
dang,1490
hammer,1491
dick,1492
boswell,1493
mead,1494
colvin,1495
oleary,1496
milligan,1497
goins,1498
ames,1499
dodge,1500
kaur,1501
escobedo,1502
arredondo,1503
geiger,1503
winkler,1505
dunham,1506
temple,1507
babcock,1508
billings,1509
grimm,1510
lilly,1511
wesley,1512
mcghee,1513
painter,1514
siegel,1514
bower,1516
purcell,1517
block,1518
aguilera,1519
norwood,1520
sheridan,1521
cartwright,1522
coates,1523
davison,1524
regan,1525
ramey,1526
koenig,1527
kraft,1528
bunch,1529
engel,1530
tan,1530
winn,1532
steward,1533
link,1534
vickers,1535
bragg,1536
piper,1537
huggins,1538
michel,1539
healy,1540
jacob,1541
mcdonough,1542
wolff,1543
colbert,1544
zepeda,1545
hoang,1546
dugan,1547
kilgore,1548
meade,1548
guillen,1550
do,1551
hinojosa,1552
goode,1553
arrington,1554
gary,1555
snell,1556
willard,1557
renteria,1558
chacon,1559
gallo,1560
hankins,1561
montano,1562
browne,1563
peacock,1564
ohara,1565
cornell,1566
sherwood,1567
castellanos,1568
thorpe,1569
stiles,1570
sadler,1571
latham,1572
redmond,1573
greenberg,1574
cote,1575
waddell,1576
dukes,1577
diamond,1578
bui,1579
madrid,1580
alonso,1581
sheets,1582
irvin,1583
hurt,1584
ferris,1585
sewell,1586
carlton,1587
aragon,1588
blackmon,1589
hadley,1590
hoyt,1591
mcgraw,1592
pagan,1593
land,1594
tidwell,1595
lovell,1596
miner,1597
doss,1598
dahl,1599
delatorre,1600
stanford,1601
kauffman,1602
vela,1603
gagnon,1604
winston,1605
gomes,1606
thacker,1607
coronado,1608
ash,1609
jarrett,1610
hager,1611
samuels,1611
metzger,1613
raines,1614
spivey,1615
maurer,1616
han,1617
voss,1618
henley,1619
caballero,1620
caruso,1621
coulter,1622
north,1623
finn,1624
cahill,1625
lanier,1625
souza,1627
mcwilliams,1628
deal,1629
schaffer,1630
urban,1630
houser,1632
cummins,1633
romo,1634
crocker,1635
bassett,1636
kruse,1637
bolden,1638
ybarra,1639
metz,1640
root,1641
mcmullen,1642
crump,1643
hagan,1643
guidry,1645
brantley,1646
kearney,1647
beal,1648
toth,1649
jorgensen,1650
timmons,1651
milton,1652
tripp,1653
hurd,1654
sapp,1655
whitman,1656
messer,1657
burgos,1658
major,1659
westbrook,1660
castle,1661
serna,1662
carlisle,1663
varela,1664
cullen,1665
wilhelm,1666
bergeron,1667
burger,1668
posey,1669
barnhart,1670
hackett,1671
madrigal,1672
eubanks,1673
sizemore,1674
hilliard,1675
hargrove,1676
boucher,1677
thomason,1678
melvin,1679
roper,1680
barnard,1681
fonseca,1682
pedersen,1683
quiroz,1684
washburn,1685
holliday,1686
yee,1687
rudolph,1688
bermudez,1689
coyle,1690
gil,1691
goodrich,1692
pina,1692
elias,1694
lockwood,1695
cabral,1696
carranza,1697
duvall,1698
cornelius,1699
mccollum,1700
street,1701
mcneal,1702
connors,1703
angel,1704
paulson,1705
hinson,1706
keenan,1707
sheldon,1708
farr,1709
eddy,1710
samuel,1711
ledbetter,1712
ring,1712
betts,1714
fontenot,1715
gifford,1716
hannah,1717
hanley,1718
person,1719
fountain,1720
levin,1721
stubbs,1722
hightower,1723
murdock,1724
koehler,1725
ma,1726
engle,1727
smiley,1728
carmichael,1729
sheffield,1730
langston,1731
mccracken,1732
yost,1733
trotter,1734
story,1735
starks,1736
lujan,1737
blount,1738
cody,1739
rushing,1739
benoit,1741
herndon,1742
jacobsen,1743
nieto,1744
wiseman,1745
layton,1746
epps,1747
shipley,1748
leyva,1749
reeder,1750
brand,1751
roland,1752
fitch,1753
rico,1754
napier,1755
cronin,1756
mcqueen,1757
paredes,1758
trent,1759
christiansen,1760
pettit,1761
spangler,1761
langford,1763
benavides,1764
penn,1765
paige,1766
weir,1767
dietz,1768
prater,1769
brewster,1770
louis,1771
diehl,1772
pack,1772
spaulding,1774
aviles,1775
ernst,1775
nowak,1777
olvera,1778
rock,1779
mansfield,1780
aquino,1781
ogden,1782
stacy,1782
rizzo,1784
sylvester,1784
gillis,1786
sands,1787
machado,1788
lovett,1789
duong,1790
hyatt,1791
landis,1792
platt,1793
bustamante,1794
hedrick,1795
pritchett,1796
gaston,1797
dobson,1798
caudill,1799
tackett,1800
bateman,1801
landers,1802
carmona,1803
gipson,1803
uribe,1805
mcneill,1806
ledford,1807
mims,1808
abel,1809
gold,1810
smallwood,1811
thorne,1812
mchugh,1813
dickens,1814
leung,1815
tobin,1816
kowalski,1817
medeiros,1818
cope,1819
kraus,1820
quezada,1820
overton,1822
montalvo,1823
staley,1824
woody,1825
hathaway,1826
osorio,1827
laird,1828
dobbs,1829
capps,1830
putnam,1831
lay,1832
francisco,1833
adair,1834
bernstein,1834
hutton,1836
burkett,1837
rhoades,1838
richey,1839
yanez,1839
bledsoe,1841
mccain,1842
beyer,1843
cates,1844
roche,1845
spicer,1846
queen,1847
doty,1848
darling,1849
darby,1850
sumner,1851
kincaid,1852
hay,1853
grossman,1854
lacey,1854
wilkes,1856
humphries,1857
paz,1858
darnell,1859
keys,1860
kyle,1861
lackey,1862
vogt,1863
locklear,1864
kiser,1865
presley,1866
bryson,1867
bergman,1868
peoples,1869
fair,1870
mcclendon,1871
corley,1872
prado,1873
christie,1874
delong,1875
skaggs,1876
dill,1877
shearer,1878
judd,1879
stapleton,1880
flaherty,1881
casillas,1882
pinto,1883
haywood,1884
youngblood,1884
toney,1886
ricks,1887
granados,1888
crum,1889
triplett,1890
soriano,1891
waite,1892
hoff,1893
anaya,1894
crenshaw,1895
jung,1896
canales,1897
cagle,1898
denny,1899
marcus,1900
berman,1901
munson,1902
ocampo,1903
bauman,1904
corcoran,1905
keen,1906
zimmer,1907
friend,1908
ornelas,1909
varner,1910
pelletier,1911
vernon,1911
blum,1913
albrecht,1914
culver,1915
schuster,1916
cuellar,1917
mccord,1918
shultz,1919
mcrae,1920
moreland,1921
calvert,1922
william,1923
whittington,1924
eckert,1925
keene,1925
mohr,1927
hanks,1928
kimble,1929
cavanaugh,1930
crowell,1931
russ,1931
feliciano,1933
crain,1934
busch,1935
mccormack,1936
drummond,1937
omalley,1938
aldrich,1939
luke,1940
greco,1941
mott,1941
oakes,1943
mallory,1944
mclain,1945
burrows,1946
otero,1947
allred,1948
eason,1949
finney,1950
weller,1951
waldron,1952
champion,1953
jeffers,1954
coon,1955
rosenthal,1956
huddleston,1957
solano,1958
hirsch,1959
akins,1960
olivares,1961
song,1962
sneed,1963
benedict,1964
bain,1965
okeefe,1966
hidalgo,1967
matos,1968
stallings,1968
paris,1970
gamez,1971
kenny,1972
quigley,1973
marrero,1974
fagan,1975
dutton,1976
atwood,1977
pappas,1977
bagley,1979
mcgovern,1979
lunsford,1981
moseley,1981
read,1981
oakley,1984
ashby,1985
granger,1986
shaver,1987
hope,1988
coe,1989
burroughs,1990
helm,1991
ambrose,1992
neumann,1992
michaels,1994
prescott,1995
light,1996
dumas,1997
flood,1998
stringer,1999
currie,2000
comer,2001
fong,2002
whitlock,2003
lemus,2004
hawley,2005
ulrich,2006
staples,2007
boykin,2008
knutson,2009
grover,2010
hobson,2011
cormier,2012
doran,2013
thayer,2014
woodson,2014
whitt,2016
hooker,2017
kohler,2018
addison,2019
vandyke,2019
schrader,2021
haskins,2022
whittaker,2023
madsen,2024
gauthier,2025
burnette,2026
keating,2027
purvis,2028
aleman,2029
huston,2030
hamlin,2031
pimentel,2031
gerber,2033
hooks,2034
schwab,2035
honeycutt,2036
schulte,2037
alonzo,2038
isaac,2039
conroy,2040
adler,2041
eastman,2042
cottrell,2043
orourke,2044
hawk,2045
goldsmith,2046
crandall,2047
rader,2047
reynoso,2049
shook,2050
abernathy,2051
baer,2052
olivas,2053
grayson,2054
bartley,2055
henning,2056
parr,2057
duff,2058
brunson,2059
baum,2060
ennis,2061
laughlin,2062
foote,2063
valadez,2064
adamson,2065
begay,2066
stovall,2067
lincoln,2068
cheung,2069
malloy,2070
rider,2071
giordano,2072
jansen,2072
lopes,2074
arnett,2075
pendleton,2076
gage,2077
barragan,2078
keyes,2079
navarrete,2080
amador,2081
hoffmann,2082
hawthorne,2083
schilling,2083
perdue,2085
schreiber,2086
arevalo,2087
naylor,2088
deluca,2089
marcum,2090
altman,2091
mark,2091
chadwick,2093
doan,2094
easley,2094
ladd,2096
woodall,2097
betancourt,2098
shin,2099
maguire,2100
bellamy,2101
quintanilla,2102
ham,2103
sorenson,2104
mattson,2105
brenner,2106
means,2107
faust,2108
calloway,2109
ojeda,2110
mcnally,2111
dietrich,2112
ransom,2113
hare,2114
felton,2115
whiting,2116
burkhart,2117
clinton,2118
schwarz,2119
cleary,2120
wetzel,2121
reagan,2122
stjohn,2123
chow,2124
hauser,2125
dupree,2126
brannon,2127
lyles,2128
prather,2129
willoughby,2130
sepulveda,2131
nugent,2132
pickens,2133
joiner,2134
mosher,2134
stoner,2136
dowling,2137
trimble,2138
valdes,2139
cheek,2140
scruggs,2141
coy,2142
tilley,2143
barney,2144
saylor,2145
nagy,2146
horvath,2147
lai,2148
corey,2149
ruth,2150
sauer,2151
baron,2152
thao,2153
rowell,2154
grubbs,2155
hillman,2156
schaeffer,2156
sams,2158
hogue,2159
hutson,2160
busby,2161
nickerson,2162
bruner,2163
parham,2164
anders,2165
rendon,2165
lombardo,2167
iverson,2168
kinsey,2169
earl,2170
borden,2171
jean,2172
titus,2172
tellez,2174
beavers,2175
cornett,2176
sotelo,2177
kellogg,2178
burnham,2179
mcnair,2179
silverman,2179
jernigan,2182
escamilla,2183
barrow,2184
coats,2185
london,2185
redding,2187
ruffin,2188
yi,2189
boudreaux,2190
